"Sending Domain","Date","DateGroup","Sent","Delivered","Opens","Clicks","Unsubscribes","Disabled","Revenue","Complaints","Blocks","Hard Bounces","Soft Bounces","Raw Opens","Raw Clicks","Raw Unsubscribes","Raw Complaints","Raw Disabled"
"animatedjob.net","2026-02-10","02/10","73033","73032","34062","919","666","1","85.284500606358","0","0","0","1","49955","1453","695","0","1"
"ca.jbe.best-jobs-online.com","2025-11-12","11/12","73014","73009","35492","700","425","5","104.3014007546","0","0","5","0","56128","1126","441","0","5"
"jobicorn.com","2025-12-17","12/17","73023","72992","27656","1249","33","31","122.57279934175","106","0","2","29","44511","1935","51","106","31"
"employmenthunter.co.uk","2025-12-16","12/16","72986","72984","39578","784","357","2","144.10279929638","0","0","2","0","58290","1240","373","0","2"
"ca3.jbe.best-jobs-online.com","2025-11-14","11/14","72983","72983","40696","666","388","0","99.797300294042","0","0","0","0","64871","1291","398","0","0"
"jobicorn.com","2026-01-28","01/28","73021","72976","27165","1600","64","45","128.33629938634","219","0","2","43","44728","2608","77","219","45"
"jobconduit.com","2025-12-22","12/22","72966","72964","23945","642","520","2","94.538999914192","390","0","0","2","32599","971","538","390","2"
"j2.email.uk.jobdiagnosis.com","2025-11-13","11/13","72963","72963","36234","831","636","0","130.02089919895","0","0","0","0","54821","1214","648","0","0"
"ca.jbe.best-jobs-online.com","2025-11-11","11/11","72961","72951","36415","665","410","10","84.760599616915","0","0","8","2","56746","1068","423","0","10"
"employmenthunter.co.uk","2025-12-31","12/31","72923","72922","36090","568","265","1","76.226999791339","141","0","0","1","50527","883","280","141","1"
"flagsjobs.com","2026-01-01","01/01","72920","72919","34041","932","467","1","104.2295997683","124","0","0","1","46584","1577","479","124","1"
"jobicorn.com","2026-01-31","01/31","72943","72912","24181","1129","80","31","102.38549968693","0","0","1","30","39007","1920","133","0","31"
"employmenthunter.co.uk","2026-01-08","01/08","72905","72905","40613","885","301","0","147.13789927401","128","0","0","0","59314","1452","324","128","0"
"benevolentemployer.net","2025-11-29","11/29","72889","72889","26624","1055","616","0","97.358499693219","0","0","0","0","38425","1825","643","0","0"
"ca2.jbe.best-jobs-online.com","2025-11-14","11/14","72857","72852","35471","603","342","5","91.59809987247","0","0","4","1","56262","1109","356","0","5"
"animatedjob.net","2026-02-07","02/07","72825","72825","31771","662","473","0","47.503899594769","213","0","0","0","44489","1171","506","213","0"
"animatedjob.net","2026-02-03","02/03","72805","72804","34641","925","699","1","70.849500354379","0","0","0","1","50629","1485","730","0","1"
"animatedjob.net","2026-02-06","02/06","72804","72801","33415","853","622","3","67.104100190103","216","0","2","1","48416","1347","659","216","3"
"ca.jbe.best-jobs-online.com","2025-11-13","11/13","72785","72783","37017","636","455","2","86.850899212062","0","0","2","0","58457","1090","467","0","2"
"jobicorn.com","2026-01-27","01/27","72801","72775","27723","1501","112","26","129.008398965","277","0","2","24","46322","2424","165","277","26"
"employmenthunter.co.uk","2025-11-13","11/13","72774","72773","41810","730","676","1","121.38449997455","357","0","1","0","61174","1237","708","357","1"
"ca3.jbe.best-jobs-online.com","2025-11-15","11/15","72736","72736","39240","624","324","0","96.858500376344","0","0","0","0","60557","1245","335","0","0"
"flagsjobs.com","2026-01-04","01/04","72706","72706","35718","1285","661","0","128.88330051908","382","0","0","0","50358","2195","695","382","0"
"ca2.jbe.best-jobs-online.com","2025-11-15","11/15","72709","72704","34521","576","359","5","109.39640045166","0","0","5","0","52862","1257","371","0","5"
"flagsjobs.com","2025-12-27","12/27","72700","72699","29977","830","508","1","81.691899793223","247","0","1","0","42093","1409","531","247","1"
"j3.email.uk.jobdiagnosis.com","2025-11-10","11/10","72694","72694","36381","818","631","0","151.59009920061","0","0","0","0","55583","1225","658","0","0"
"ca.jbe.best-jobs-online.com","2025-11-14","11/14","72747","72684","35026","575","374","63","75.591900356114","0","0","9","54","54863","1039","386","0","63"
"jobfire.net","2026-01-18","01/18","72681","72678","28428","1191","693","3","95.129300065804","376","0","3","0","39914","1999","720","376","3"
"flagjobscenter.com","2026-02-07","02/07","72652","72652","32552","790","627","0","81.284798983019","59","0","0","0","44907","1383","659","59","0"
"benevolentemployer.net","2025-11-28","11/28","72582","72582","27602","1176","708","0","102.56569983717","321","0","0","0","40835","1909","739","321","0"
"jobicorn.com","2025-12-18","12/18","72591","72567","16850","1200","33","24","125.02439939557","0","0","2","22","26836","1872","46","0","24"
"ca.jbe.best-jobs-online.com","2025-11-15","11/15","72565","72559","33440","558","377","6","88.775701049715","0","0","6","0","50920","1135","387","0","6"
"jobicorn.com","2025-12-19","12/19","72583","72558","15769","1044","84","25","103.6724998299","51","0","0","25","25426","1678","103","51","25"
"ca3.jbe.best-jobs-online.com","2025-11-16","11/16","72552","72552","39649","633","388","0","93.39089936763","0","0","0","0","61244","1142","402","0","0"
"flagsjobs.com","2025-12-26","12/26","72541","72540","30721","819","391","1","82.521899504587","189","0","0","1","42592","1280","406","189","1"
"ca2.jbe.best-jobs-online.com","2025-11-16","11/16","72543","72533","34819","632","368","10","104.11439968646","0","0","10","0","53877","1279","378","0","10"
"j2.email.uk.jobdiagnosis.com","2025-11-10","11/10","72523","72523","37168","950","622","0","152.7211984247","0","0","0","0","57171","1394","646","0","0"
"jobicorn.com","2026-01-15","01/15","72546","72508","27666","1995","57","38","155.29879955063","284","0","2","36","45796","3280","79","284","38"
"j2.email.uk.jobdiagnosis.com","2025-11-11","11/11","72492","72491","36467","944","569","1","158.79059958458","0","0","1","0","55859","1401","587","0","1"
"flagsjobs.com","2026-01-03","01/03","72466","72466","34456","1188","737","0","125.12959960708","126","0","0","0","48370","2011","774","126","0"
"employmenthunter.co.uk","2026-01-07","01/07","72461","72461","40434","859","357","0","145.53420042805","0","0","0","0","59584","1354","373","0","0"
"jobicorn.com","2026-02-02","02/02","72491","72456","27918","1651","55","35","168.05729838461","220","0","0","35","47041","2669","64","220","35"
"animatedjob.net","2026-02-05","02/05","72455","72454","33873","929","598","1","64.828700341284","214","0","0","1","49246","1445","633","214","1"
"uk2.jbe.best-jobs-online.com","2026-02-08","02/08","89996","72449","39888","436","483","13","70.955000156071","0","17534","6","7","55491","768","495","0","13"
"jobfire.net","2026-01-15","01/15","72423","72422","29849","1514","788","1","120.84940003743","321","0","1","0","43907","2517","836","321","1"
"j3.email.uk.jobdiagnosis.com","2025-11-09","11/09","72406","72406","32863","583","475","0","117.76339995861","0","0","0","0","46795","1024","493","0","0"
"ca3.jbe.best-jobs-online.com","2025-11-17","11/17","72402","72402","41893","792","430","0","132.39240202308","0","0","0","0","68300","1527","446","0","0"
"za.jbe.best-jobs-online.com","2026-01-16","01/16","72412","72397","12383","1446","665","15","18.945699619129","0","0","15","0","20210","2390","696","0","15"
"ca.jbe.best-jobs-online.com","2025-11-16","11/16","72386","72380","34026","560","379","6","85.229899965227","0","0","6","0","52237","1119","399","0","6"
"employmenthunter.co.uk","2025-11-29","11/29","72366","72366","37462","522","419","0","100.60279978625","0","0","0","0","51846","915","443","0","0"
"flagjobscenter.com","2025-11-10","11/10","72359","72359","37395","910","429","0","95.839700522367","57","0","0","0","54227","1365","454","57","0"
"animatedjob.net","2025-11-10","11/10","72339","72338","33991","819","523","1","59.175600277726","100","0","0","1","49453","1223","538","100","1"
"animatedjob.net","2026-01-25","01/25","72340","72337","31431","821","840","3","70.597199838143","156","0","1","2","44008","1336","861","156","3"
"employmenthunter.co.uk","2025-12-15","12/15","72331","72331","40516","799","330","0","136.46569981053","142","0","0","0","61774","1277","344","142","0"
"ca2.jbe.best-jobs-online.com","2025-11-17","11/17","72331","72322","36766","681","390","9","104.58820151538","0","0","3","6","59592","1179","408","0","9"
"employmenthunter.co.uk","2026-01-03","01/03","72300","72300","38066","785","348","0","115.04449929669","281","0","0","0","53833","1294","378","281","0"
"benevolentemployer.net","2025-11-27","11/27","72302","72299","28457","1318","638","3","113.04400019604","0","0","3","0","42106","2100","666","0","3"
"flagjobscenter.com","2025-11-11","11/11","72298","72297","37271","897","522","1","101.66989984969","172","0","1","0","53324","1416","722","172","1"
"employmenthunter.co.uk","2026-01-05","01/05","72290","72290","41599","876","315","0","116.99409977999","141","0","0","0","61528","1334","329","141","0"
"employmenthunter.co.uk","2026-01-01","01/01","72288","72288","37574","605","355","0","99.843599817716","69","0","0","0","52149","1004","439","69","0"
"flagjobscenter.com","2025-11-13","11/13","72256","72256","37042","816","489","0","91.490800127387","173","0","0","0","52762","1248","504","173","0"
"animatedjob.net","2026-01-29","01/29","72253","72253","33873","900","534","0","72.461700013373","0","0","0","0","49176","1355","557","0","0"
"ca3.jbe.best-jobs-online.com","2025-11-18","11/18","72250","72250","41398","791","388","0","128.86019947752","0","0","0","0","66682","1598","407","0","0"
"employmenthunter.co.uk","2026-01-06","01/06","72242","72242","40419","859","309","0","126.32589905616","212","0","0","0","59073","1444","332","212","0"
"animatedjob.net","2026-01-24","01/24","72214","72214","31748","742","519","0","61.619299987331","211","0","0","0","44810","1249","543","211","0"
"animatedjob.net","2025-11-11","11/11","72198","72197","34662","836","581","1","65.99680026155","50","0","1","0","50138","1385","604","50","1"
"ca3.jbe.best-jobs-online.com","2025-11-19","11/19","72187","72187","37437","738","528","0","101.57650139183","0","0","0","0","61233","1354","559","0","0"
"employmenthunter.co.uk","2025-12-13","12/13","72179","72178","36499","635","316","1","107.82669969276","140","0","1","0","52565","1091","340","140","1"
"ca2.jbe.best-jobs-online.com","2025-11-18","11/18","72174","72171","36628","647","391","3","86.54719927907","0","0","3","0","58764","1161","417","0","3"
"animatedjob.net","2026-01-21","01/21","72171","72171","34364","978","729","0","71.982900310308","0","0","0","0","49879","1473","761","0","0"
"ca2.jbe.best-jobs-online.com","2025-11-21","11/21","72167","72164","30338","570","347","3","84.714099049568","0","0","3","0","48628","1063","361","0","3"
"flagjobscenter.com","2025-12-03","12/03","72138","72136","36157","914","599","2","108.89030021522","163","0","2","0","51817","1474","618","163","2"
"ca3.jbe.best-jobs-online.com","2025-11-20","11/20","72117","72117","33035","636","475","0","90.332400057465","0","0","0","0","55618","1240","492","0","0"
"flagjobscenter.com","2025-11-12","11/12","72111","72110","36334","892","504","1","105.12850040197","0","0","0","1","52049","1470","529","0","1"
"ca2.jbe.best-jobs-online.com","2025-11-19","11/19","72095","72090","32248","614","531","5","79.349000552669","0","0","5","0","52672","1043","554","0","5"
"flagjobscenter.com","2025-12-02","12/02","72075","72075","35971","870","549","0","116.78019984532","115","0","0","0","52044","1437","592","115","0"
"flagjobscenter.com","2026-02-09","02/09","72067","72066","35635","983","664","1","111.33619970642","0","0","1","0","52125","1542","693","0","1"
"employmenthunter.co.uk","2025-12-14","12/14","72039","72038","38828","661","392","1","123.82190015074","141","0","1","0","58668","1125","412","141","1"
"animatedjob.net","2026-02-04","02/04","72042","72038","33846","920","649","4","73.879600149114","160","0","2","2","49305","1464","678","160","4"
"employmenthunter.co.uk","2025-12-07","12/07","72037","72037","38322","697","419","0","142.95310053974","70","0","0","0","53803","1152","446","70","0"
"animatedjob.net","2026-01-27","01/27","72035","72034","33094","890","767","1","70.229500209913","211","0","1","0","48602","1351","829","211","1"
"animatedjob.net","2026-02-08","02/08","72028","72027","31685","736","464","1","66.28690027725","162","0","1","0","44545","1218","500","162","1"
"employmenthunter.co.uk","2025-12-08","12/08","72028","72026","40665","772","509","2","146.94369978178","70","0","0","2","59373","1218","536","70","2"
"ca.jbe.best-jobs-online.com","2025-11-19","11/19","72034","72025","31899","634","491","9","85.291100807488","0","0","6","3","51005","1147","510","0","9"
"ca2.jbe.best-jobs-online.com","2025-11-20","11/20","72032","72023","32369","577","449","9","82.259700253606","0","0","9","0","52422","1044","466","0","9"
"za3.jbe.best-jobs-online.com","2025-11-26","11/26","72013","72013","13901","1344","547","0","19.977499801666","0","0","0","0","22869","2338","582","0","0"
"jobicorn.com","2026-01-29","01/29","72060","72007","26304","1445","63","53","127.81569969095","0","0","1","52","43304","2418","88","0","53"
"ca3.jbe.best-jobs-online.com","2025-11-21","11/21","72005","72005","35726","591","386","0","87.885098947212","0","0","0","0","57110","1080","401","0","0"
"flagjobscenter.com","2025-12-01","12/01","71995","71992","36155","860","521","3","113.82810018025","116","0","3","0","52763","1414","545","116","3"
"benevolentemployer.net","2025-11-26","11/26","71988","71988","29018","1289","805","0","117.04679896496","127","0","0","0","43187","2052","850","127","0"
"animatedjob.net","2025-11-12","11/12","71988","71986","34225","772","339","2","58.667500193231","0","0","2","0","49159","1218","352","0","2"
"j2.email.uk.jobdiagnosis.com","2025-11-09","11/09","71978","71977","33805","697","414","1","139.40850040223","0","0","1","0","48714","1197","424","0","1"
"animatedjob.net","2026-01-28","01/28","71966","71965","33862","908","750","1","70.936500083655","106","0","1","0","49185","1427","780","106","1"
"jobfire.net","2026-01-19","01/19","71956","71956","30916","1397","745","0","95.152699742001","387","0","0","0","45325","2083","817","387","0"
"employmenthunter.co.uk","2025-12-10","12/10","71951","71950","39203","785","270","1","153.26969873998","69","0","1","0","57177","1235","293","69","1"
"flagjobscenter.com","2025-11-30","11/30","71942","71942","33766","740","416","0","86.514600005001","58","0","0","0","47085","1248","426","58","0"
"ca.jbe.best-jobs-online.com","2025-11-17","11/17","71946","71940","36079","631","398","6","82.208401270211","0","0","4","2","57620","1037","411","0","6"
"jobconduit.com","2026-01-23","01/23","71942","71940","32455","633","610","2","85.377800283954","168","0","1","1","45334","949","636","168","2"
"ca.jbe.best-jobs-online.com","2025-11-18","11/18","71929","71924","35595","633","413","5","75.548099676147","0","0","5","0","56369","1095","430","0","5"
"employmenthunter.co.uk","2026-01-04","01/04","71918","71918","38599","764","443","0","117.02189991064","141","0","0","0","54617","1224","487","141","0"
"animatedjob.net","2026-02-02","02/02","71918","71918","34819","896","470","0","72.749000086449","214","0","0","0","50728","1482","506","214","0"
"employmenthunter.co.uk","2025-12-12","12/12","71916","71916","37552","678","377","0","127.65450057015","141","0","0","0","53830","1079","398","141","0"
"animatedjob.net","2026-01-20","01/20","71911","71907","33869","921","587","4","70.380700181238","210","0","1","3","48713","1388","644","210","4"
"animatedjob.net","2026-01-26","01/26","71867","71865","33437","928","724","2","76.773999714293","210","0","1","1","48425","1356","746","210","2"
"ca3.jbe.best-jobs-online.com","2025-11-22","11/22","71859","71859","34360","552","382","0","82.120700351894","0","0","0","0","52991","1093","397","0","0"
"employmenthunter.co.uk","2025-12-06","12/06","71835","71835","36680","598","347","0","125.67899989337","0","0","0","0","51220","996","363","0","0"
"ca2.jbe.best-jobs-online.com","2025-11-22","11/22","71817","71813","29436","479","331","4","75.991900078952","0","0","4","0","45726","1014","342","0","4"
"ca.jbe.best-jobs-online.com","2025-11-20","11/20","71798","71791","32178","541","446","7","71.641399934888","0","0","6","1","51665","941","456","0","7"
"flagjobscenter.com","2025-11-14","11/14","71790","71790","35460","763","495","0","85.744299978018","0","0","0","0","50047","1316","526","0","0"
"flagjobscenter.com","2025-11-29","11/29","71732","71731","33117","709","333","1","88.293299317826","0","0","1","0","45238","1205","359","0","1"
"employmenthunter.co.uk","2025-12-11","12/11","71730","71730","38660","764","362","0","130.74499994423","0","0","0","0","56009","1177","385","0","0"
"email.uk.jobdiagnosis.com","2026-01-09","01/09","71731","71730","34753","812","517","1","136.59610052407","20","0","1","0","51910","1221","540","20","1"
"ca3.jbe.best-jobs-online.com","2025-11-23","11/23","71708","71708","34616","561","394","0","63.762999631464","0","0","0","0","54286","1012","415","0","0"
"ca.jbe.best-jobs-online.com","2025-11-21","11/21","71685","71679","30110","541","367","6","72.984499318525","0","0","4","2","47529","894","382","0","6"
"employmenthunter.co.uk","2026-01-02","01/02","71651","71651","38921","677","307","0","98.656199911609","141","0","0","0","55838","1023","328","141","0"
"ca2.jbe.best-jobs-online.com","2025-11-23","11/23","71652","71650","29773","508","461","2","65.10449988395","0","0","2","0","46755","933","478","0","2"
"za3.jbe.best-jobs-online.com","2025-11-25","11/25","71622","71622","14313","1421","509","0","23.937999778427","0","0","0","0","23331","2398","533","0","0"
"flagjobscenter.com","2026-02-05","02/05","71586","71586","34240","861","704","0","91.965200060979","118","0","0","0","48263","1296","719","118","0"
"flagjobscenter.com","2026-02-10","02/10","71569","71569","34270","990","599","0","105.68209942058","0","0","0","0","50136","1472","625","0","0"
"flagsjobs.com","2025-12-28","12/28","71558","71557","30525","880","483","1","87.720200071111","245","0","1","0","43120","1430","497","245","1"
"flagsjobs.com","2026-01-02","01/02","71555","71554","36263","1237","699","1","118.98769969493","189","0","0","1","52292","1982","721","189","1"
"animatedjob.net","2025-11-14","11/14","71536","71536","32720","714","411","0","52.294100233354","0","0","0","0","46426","1130","427","0","0"
"animatedjob.net","2025-11-13","11/13","71532","71528","32476","748","381","4","52.236799789593","200","0","2","2","46553","1157","403","200","4"
"ca.jbe.best-jobs-online.com","2025-11-22","11/22","71533","71528","28698","461","331","5","67.136200271547","0","0","5","0","44439","892","341","0","5"
"employmenthunter.co.uk","2025-12-09","12/09","71478","71476","39673","784","382","2","144.74759976752","0","0","2","0","57824","1237","410","0","2"
"flagjobscenter.com","2026-02-06","02/06","71476","71476","33436","843","508","0","95.518099718262","180","0","0","0","47466","1375","537","180","0"
"ca3.jbe.best-jobs-online.com","2025-11-24","11/24","71467","71467","36339","673","456","0","102.51009925455","0","0","0","0","58770","1271","471","0","0"
"flagjobscenter.com","2025-11-22","11/22","71452","71451","33527","663","361","1","74.569699348882","169","0","1","0","45742","1231","373","169","1"
"animatedjob.net","2026-02-01","02/01","71440","71438","32558","737","536","2","61.800100319088","105","0","2","0","46150","1174","553","105","2"
"employmenthunter.co.uk","2025-12-04","12/04","71415","71415","39295","708","399","0","144.59200032242","0","0","0","0","56526","1189","420","0","0"
"employmenthunter.co.uk","2025-11-30","11/30","71401","71400","38909","543","521","1","88.426199942827","138","0","1","0","54113","956","554","138","1"
"ca2.jbe.best-jobs-online.com","2025-11-24","11/24","71402","71392","31008","582","457","10","81.271699771285","0","0","8","2","49900","1037","477","0","10"
"employmenthunter.co.uk","2025-12-05","12/05","71385","71385","37908","662","312","0","118.91409932077","70","0","0","0","54427","1117","340","70","0"
"flagsjobs.com","2025-12-30","12/30","71371","71370","33128","979","593","1","105.28170006117","123","0","1","0","46978","1647","621","123","1"
"jobicorn.com","2025-12-20","12/20","71396","71368","14681","931","57","28","85.490399247035","0","0","1","27","22830","1634","96","0","28"
"animatedjob.net","2026-01-22","01/22","71285","71283","32902","958","536","2","70.973799959291","428","0","1","1","47694","1575","566","428","2"
"ca3.jbe.best-jobs-online.com","2025-11-25","11/25","71275","71275","36372","655","422","0","98.653600126505","0","0","0","0","59175","1263","433","0","0"
"animatedjob.net","2025-11-21","11/21","71275","71274","32083","608","345","1","49.024599905126","146","0","1","0","45258","1023","369","146","1"
"flagsjobs.com","2025-12-31","12/31","71272","71271","33027","886","525","1","81.107899855822","126","0","1","0","45143","1545","541","126","1"
"ca.jbe.best-jobs-online.com","2025-11-24","11/24","71254","71244","30295","523","428","10","78.146100051701","0","0","5","5","48104","926","440","0","10"
"ca2.jbe.best-jobs-online.com","2025-11-25","11/25","71224","71219","31364","580","424","5","81.6385005638","0","0","5","0","50958","1002","432","0","5"
"za3.jbe.best-jobs-online.com","2026-01-15","01/15","72126","71216","17340","2531","787","0","35.704499916639","0","910","0","0","30107","4544","818","0","0"
"benevolentemployer.net","2025-11-24","11/24","71211","71210","28924","1342","719","1","115.20729995053","315","0","1","0","43108","2153","744","315","1"
"employmenthunter.co.uk","2025-12-03","12/03","71206","71205","39941","723","452","1","125.74570008926","139","0","1","0","57820","1182","477","139","1"
"animatedjob.net","2025-11-15","11/15","71199","71199","31982","612","393","0","49.698600308038","98","0","0","0","44527","1018","501","98","0"
"animatedjob.net","2026-01-19","01/19","71198","71198","33970","934","533","0","71.077799903229","157","0","0","0","49208","1351","554","157","0"
"za3.jbe.best-jobs-online.com","2025-11-23","11/23","71197","71197","11122","1101","338","0","14.067299864255","0","0","0","0","17320","1931","349","0","0"
"animatedjob.net","2026-01-18","01/18","71199","71197","31660","815","451","2","75.389900131617","103","0","0","2","44178","1333","493","103","2"
"animatedjob.net","2026-01-17","01/17","71162","71162","30985","792","563","0","75.387500046752","155","0","0","0","43013","1292","595","155","0"
"animatedjob.net","2026-01-30","01/30","71157","71155","33019","808","525","2","71.018800152466","207","0","1","1","47792","1267","551","207","2"
"ca3.jbe.best-jobs-online.com","2025-11-26","11/26","71141","71141","37691","658","389","0","94.199800297618","0","0","0","0","60289","1244","403","0","0"
"benevolentemployer.net","2025-11-25","11/25","71118","71117","29358","1362","736","1","113.30829925323","0","0","1","0","43313","2245","788","0","1"
"animatedjob.net","2025-11-20","11/20","71098","71097","31509","655","402","1","53.928999765776","149","0","0","1","45331","1036","435","149","1"
"ca2.jbe.best-jobs-online.com","2025-11-26","11/26","71077","71073","32075","597","391","4","73.947500675917","0","0","4","0","50825","993","407","0","4"
"ca.jbe.best-jobs-online.com","2025-11-25","11/25","71067","71061","30811","520","443","6","70.924800362438","0","0","6","0","49112","856","453","0","6"
"email-getarealcareer.com","2025-11-09","11/09","71058","71049","34827","1418","754","9","232.77549980953","176","0","9","0","57175","2386","805","176","9"
"ca.jbe.best-jobs-online.com","2025-11-23","11/23","71048","71042","28925","492","455","6","67.132799841464","0","0","5","1","45144","961","472","0","6"
"za3.jbe.best-jobs-online.com","2025-11-24","11/24","71040","71040","14133","1372","519","0","17.735199940391","0","0","0","0","23049","2291","536","0","0"
"animatedjob.net","2026-01-16","01/16","71018","71016","31809","830","527","2","69.238400297239","206","0","1","1","45199","1235","548","206","2"
"za3.jbe.best-jobs-online.com","2025-11-22","11/22","71014","71014","10374","967","424","0","14.78479984263","0","0","0","0","15969","1729","444","0","0"
"animatedjob.net","2026-01-31","01/31","71015","71014","31700","679","618","1","61.630399571266","0","0","1","0","44191","1129","639","0","1"
"animatedjob.net","2025-11-19","11/19","70976","70973","32919","654","406","3","58.728099755477","148","0","2","1","47376","1090","444","148","3"
"flagsjobs.com","2025-12-29","12/29","70974","70973","32461","1024","610","1","112.79699930456","185","0","1","0","47695","1564","633","185","1"
"employmenthunter.co.uk","2025-12-02","12/02","70966","70966","40499","678","619","0","117.20689984038","70","0","0","0","58180","1061","635","70","0"
"ca3.jbe.best-jobs-online.com","2025-11-27","11/27","70910","70910","37764","607","378","0","78.561699166894","0","0","0","0","59639","1214","398","0","0"
"flagjobscenter.com","2026-02-08","02/08","70870","70868","32383","791","550","2","84.179399311543","178","0","2","0","44936","1283","573","178","2"
"ca2.jbe.best-jobs-online.com","2025-11-27","11/27","70863","70861","32097","540","368","2","65.892699800432","0","0","2","0","50803","944","375","0","2"
"flagjobscenter.com","2025-11-21","11/21","70840","70840","34942","783","393","0","86.823700157925","229","0","0","0","49327","1280","404","229","0"
"animatedjob.net","2025-11-16","11/16","70837","70836","32152","608","371","1","47.214800054673","0","0","1","0","44770","1063","387","0","1"
"benevolentemployer.net","2025-11-23","11/23","70826","70825","27178","1116","678","1","91.585599784274","313","0","1","0","39526","1875","708","313","1"
"employmenthunter.co.uk","2025-12-01","12/01","70797","70797","40247","606","524","0","107.28800009936","69","0","0","0","58607","929","562","69","0"
"jobconduit.com","2026-01-31","01/31","70792","70792","32902","626","543","0","85.535199923441","0","0","0","0","45038","1069","565","0","0"
"flagjobscenter.com","2025-11-15","11/15","70771","70771","33967","635","406","0","72.452500201762","111","0","0","0","46278","1064","430","111","0"
"flagjobscenter.com","2025-11-23","11/23","70770","70769","33839","732","414","1","83.669098468032","166","0","0","1","46680","1288","427","166","1"
"jobicorn.com","2025-12-21","12/21","70786","70753","14969","942","27","33","98.407300319057","204","0","2","31","23336","1542","37","204","33"
"flagjobscenter.com","2025-11-28","11/28","70753","70751","33164","645","297","2","72.395899374038","57","0","2","0","46269","986","313","57","2"
"ca.jbe.best-jobs-online.com","2025-11-26","11/26","70732","70726","31444","576","429","6","82.277300503105","0","0","6","0","49558","1001","437","0","6"
"ca3.jbe.best-jobs-online.com","2025-11-29","11/29","70704","70704","34784","481","431","0","54.459700122476","0","0","0","0","52905","933","448","0","0"
"ca.jbe.best-jobs-online.com","2025-11-27","11/27","70701","70695","31802","516","395","6","56.19609956257","0","0","6","0","49604","897","415","0","6"
"jobconduit.com","2026-02-09","02/09","70696","70695","35762","688","656","1","111.00300084241","0","0","1","0","50617","1047","800","0","1"
"ca3.jbe.best-jobs-online.com","2025-11-28","11/28","70690","70690","35128","490","382","0","57.052799535915","0","0","0","0","55219","846","398","0","0"
"jobconduit.com","2026-01-20","01/20","70640","70636","31809","662","684","4","80.919800126925","394","0","4","0","44940","992","716","394","4"
"ca2.jbe.best-jobs-online.com","2025-11-28","11/28","70593","70590","29758","424","354","3","52.828299982473","0","0","3","0","46465","756","364","0","3"
"jobconduit.com","2025-12-23","12/23","70563","70560","28013","605","586","3","82.773100009188","276","0","3","0","37811","837","605","276","3"
"flagjobscenter.com","2025-11-20","11/20","70547","70546","35257","814","420","1","100.46539970487","114","0","0","1","50060","1319","440","114","1"
"jobconduit.com","2026-01-21","01/21","70546","70545","31933","715","972","1","95.474899750203","0","0","0","1","45399","1058","999","0","1"
"flagjobscenter.com","2025-11-27","11/27","70537","70535","33694","659","346","2","67.863999645459","0","0","2","0","46649","1051","454","0","2"
"za3.jbe.best-jobs-online.com","2025-11-21","11/21","70502","70502","12700","1313","488","0","20.124599652831","0","0","0","0","20335","2245","511","0","0"
"ca.jbe.best-jobs-online.com","2025-11-28","11/28","70507","70500","29592","423","374","7","52.185599848628","0","0","7","0","45732","706","384","0","7"
"jobicorn.com","2026-01-14","01/14","70528","70486","28025","1913","48","42","148.26339945104","110","0","5","37","45530","3205","60","110","42"
"animatedjob.net","2026-01-15","01/15","70477","70474","31606","788","666","3","58.636199971195","153","0","1","2","44772","1159","703","153","3"
"za3.jbe.best-jobs-online.com","2025-11-27","11/27","70473","70473","12573","1093","400","0","16.283499867655","0","0","0","0","20205","1849","429","0","0"
"animatedjob.net","2025-11-18","11/18","70455","70455","34369","709","707","0","50.190600041766","147","0","0","0","49316","1109","783","147","0"
"jobfire.net","2026-01-14","01/14","70432","70432","29534","1480","809","0","98.402600099333","190","0","0","0","43888","2369","903","190","0"
"ca2.jbe.best-jobs-online.com","2025-11-29","11/29","70422","70420","29637","429","401","2","47.074500113726","0","0","2","0","45139","774","422","0","2"
"animatedjob.net","2025-11-17","11/17","70351","70350","33177","702","432","1","52.916300001089","98","0","1","0","48620","1087","444","98","1"
"jobconduit.com","2026-01-19","01/19","70336","70335","31242","655","891","1","86.137700189836","451","0","1","0","43589","942","924","451","1"
"jobconduit.com","2026-02-06","02/06","70296","70295","28711","659","549","1","90.558400254231","279","0","0","1","39669","1006","562","279","1"
"animatedjob.net","2025-11-22","11/22","70276","70273","30622","567","322","3","56.024799924809","49","0","1","2","42368","996","354","49","3"
"za2.jbe.best-jobs-online.com","2025-11-26","11/26","70266","70258","11194","1043","534","8","12.991799855605","0","0","6","2","17853","1619","565","0","8"
"jobconduit.com","2026-02-07","02/07","70229","70229","32581","574","674","0","87.248299859464","108","0","0","0","44232","953","698","108","0"
"ca.jbe.best-jobs-online.com","2025-11-29","11/29","70222","70214","29126","408","382","8","49.359500192106","0","0","8","0","43969","773","404","0","8"
"benevolentemployer.net","2025-11-22","11/22","70191","70190","26246","1051","614","1","109.71029970935","187","0","1","0","37688","1808","627","187","1"
"ca3.jbe.best-jobs-online.com","2025-11-30","11/30","70180","70180","36554","558","316","0","52.327099829912","0","0","0","0","55957","1006","328","0","0"
"jobconduit.com","2026-01-26","01/26","70169","70169","34580","717","871","0","95.916900636628","333","0","0","0","48408","1065","942","333","0"
"jobconduit.com","2026-01-24","01/24","70149","70147","31246","632","763","2","79.116500260308","334","0","2","0","42940","1022","809","334","2"
